id,listing_url,name,neighbourhood,city,state,zipcode,latitude,longitude,host_name,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
12023024,https://www.airbnb.com/rooms/12023024,Cozy room in a well located house,Roslindale,Boston,MA,02131,42.286448197788786,-71.13932538848039,Ricardo,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_50""}",60.0,80.0,10.0,8.0,8.0,10.0,10.0,10.0
1668313,https://www.airbnb.com/rooms/1668313,Room in Rozzie-Twin Bed-Full Bath,Roslindale,Boston,MA,02131,42.281941832424685,-71.13337190191741,Rebecca,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",57.0,94.0,9.0,10.0,10.0,10.0,9.0,9.0
2684840,https://www.airbnb.com/rooms/2684840,"Updated, spacious living in Rozzie",Roslindale,Boston,MA,02131,42.29172341146307,-71.13155602161845,Megan,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",93.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13547301,https://www.airbnb.com/rooms/13547301,2 Bedroom Apartment in Boston,Roslindale,Boston,MA,02131,42.287641034701096,-71.12988286590424,Georgia,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",150.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
5434353,https://www.airbnb.com/rooms/5434353,Quiet  Beauty in Boston,Roslindale,Boston,MA,02131,42.28626473620894,-71.13706513072117,Anthony,House,Entire home/apt,2,1.5,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",145.0,91.0,9.0,9.0,10.0,9.0,9.0,9.0
225979,https://www.airbnb.com/rooms/225979,Cozy Room & Fresh Roasted Coffee,Roslindale,Boston,MA,02131,42.2814520694321,-71.12925004404066,Duane,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",60.0,96.0,9.0,10.0,10.0,10.0,9.0,10.0
3420384,https://www.airbnb.com/rooms/3420384,"Convient, Safe and Comfortable",Roslindale,Boston,MA,02131,42.27440801253166,-71.12529404441553,Cynthia,House,Private room,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",165.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
13512930,https://www.airbnb.com/rooms/13512930,Roslindale Beauty next to Arboretum,Roslindale,Boston,MA,02131,42.29181491557826,-71.13158793430709,Megan,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",75.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
7482195,https://www.airbnb.com/rooms/7482195,Private room near bus stop,Roslindale,Boston,MA,02131,42.282224755841604,-71.11518855890074,Barrie,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",49.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
7252607,https://www.airbnb.com/rooms/7252607,Private Room near Public Transport,Roslindale,Boston,MA,02131,42.28280175042395,-71.11514509094087,Barrie,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",49.0,95.0,9.0,10.0,10.0,10.0,9.0,10.0
2583074,https://www.airbnb.com/rooms/2583074,Cozy room in a charming villa.,Roslindale,Boston,MA,02131,42.27964781834151,-71.13605872909109,Mohamed,Villa,Private room,1,2.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",40.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0
13251243,https://www.airbnb.com/rooms/13251243,Arborside Guest Cottage,Roslindale,Roslindale,MA,02131,42.29403534422037,-71.13223724631055,Carl & Judy,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",120.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0
225834,https://www.airbnb.com/rooms/225834,Skyline View to Boston,Roslindale,Boston,MA,02131,42.280528126236185,-71.13084254103526,Duane,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",70.0,98.0,9.0,10.0,10.0,10.0,9.0,9.0
6400432,https://www.airbnb.com/rooms/6400432,Spacious 3 bedroom cape cod style,Roslindale,Boston,MA,02131,42.27838291101699,-71.12878009724983,Jesús,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",150.0,88.0,9.0,9.0,9.0,10.0,9.0,10.0
5498472,https://www.airbnb.com/rooms/5498472,"4BD/3.5BA, Perfect for families!",Roslindale,Boston,MA,02131,42.27683095063724,-71.12955973831468,Colette,House,Entire home/apt,5,3.5,4.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",175.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0
894539,https://www.airbnb.com/rooms/894539,Private room in house ,Roslindale,Roslindale,MA,02131,42.290903928902345,-71.13023771355206,Jennifer,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0
879929,https://www.airbnb.com/rooms/879929,Surround yourself with custom art!,Roslindale,Roslindale,MA,02131,42.291519991700966,-71.13185776978565,Beth,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",90.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0
9218312,https://www.airbnb.com/rooms/9218312,Sunny bedroom with private bathroom,Roslindale,Boston,MA,02131,42.289071070855776,-71.12823296377442,Jone,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",95.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0
321328,https://www.airbnb.com/rooms/321328,Bright Room Near Roslindale Village,Roslindale,Boston,MA,02131,42.29223824022419,-71.13449706289938,Dan,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly""}",100.0,90.0,9.0,8.0,10.0,9.0,9.0,9.0
1810172,https://www.airbnb.com/rooms/1810172,Room for 2 in Rozzie - Full Bath,Roslindale,Boston,MA,02131,42.28208581195228,-71.1333486774579,Rebecca,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",67.0,96.0,10.0,9.0,10.0,10.0,9.0,10.0
6513924,https://www.airbnb.com/rooms/6513924,Private room in spacious condo!,Roslindale,Boston,MA,02131,42.284561507299415,-71.11972634316602,Chris,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",55.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0
7093109,https://www.airbnb.com/rooms/7093109,Adorable  Apt. 20 min from Downtown,Roslindale,Boston,MA,02131,42.276968619499286,-71.11775586431584,Nelson And Marlene,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",200.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0
14690527,https://www.airbnb.com/rooms/14690527,1 Bedroom Home Suite Home,Roslindale,Boston,MA,02131,42.28922069154087,-71.13071326524191,Crystal,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron}",150.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
7086825,https://www.airbnb.com/rooms/7086825,Private Room near public transport,Roslindale,Boston,MA,02131,42.28228162657036,-71.11681747458199,Barrie,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",49.0,98.0,9.0,9.0,10.0,10.0,9.0,10.0
1861070,https://www.airbnb.com/rooms/1861070,Charming Gambrel on a sweet street,Roslindale,Boston,MA,02131,42.276912922929995,-71.12823284429416,Joanne,House,Private room,1,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Washer,Dryer}",75.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
4283698,https://www.airbnb.com/rooms/4283698,Private 1 bedroom w/ kitchenette,Roslindale,Boston,MA,02131,42.28967076428995,-71.13728640869121,Gena & Leon,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace""}",110.0,87.0,9.0,9.0,10.0,10.0,9.0,9.0
10116095,https://www.airbnb.com/rooms/10116095,Comfortable & Clean - Boston,Roslindale,Boston,MA,02131,42.289603216466745,-71.13336748771151,Jim,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",115.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647
8548176,https://www.airbnb.com/rooms/8548176,Charming 3 bedroom-15 min to Boston,Roslindale,Boston,MA,02131,42.27917609759368,-71.13277179664853,Juliet,House,Entire home/apt,16,1.0,3.0,5.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125.0,91.0,10.0,10.0,10.0,10.0,9.0,9.0
4922204,https://www.airbnb.com/rooms/4922204,Charming new house-15 min to Boston,Roslindale,"Roslindale, Boston",MA,02131,42.28214228250037,-71.12904915306451,Juliet,House,Entire home/apt,16,2.5,3.0,7.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",200.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0
4085362,https://www.airbnb.com/rooms/4085362,"""Room with a View""  from ""Top of the Hill""",Roslindale,Boston,MA,02131,42.281748516890026,-71.14031783726143,Marilyn,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",75.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0
3755609,https://www.airbnb.com/rooms/3755609,Lovely & Gracious Victorian room,Roslindale,Boston,MA,02131,42.275637199479654,-71.12480041713683,Rosa,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Family/Kid Friendly"",""translation missing: en.hosting_amenity_49""}",78.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0
13768853,https://www.airbnb.com/rooms/13768853,"Cozy, quiet room in Roslindale",Roslindale,Boston,MA,02131,42.28759769917666,-71.13448153404433,Elly,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",50.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0
1936861,https://www.airbnb.com/rooms/1936861,Private Room in Rozzie,Roslindale,Boston,MA,02131,42.28997231000651,-71.13614631892551,Douglas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",60.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0
4461111,https://www.airbnb.com/rooms/4461111,Queen room in a charming villa,Roslindale,Boston,MA,02131,42.27896822197632,-71.13671455617596,Mohamed,House,Private room,1,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",45.0,100.0,9.0,10.0,10.0,9.0,7.0,9.0
1724900,https://www.airbnb.com/rooms/1724900,Charming sunlit house in Boston,Roslindale,Boston,MA,02131,42.28290545627205,-71.13267673899495,Fj,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",145.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0
13937181,https://www.airbnb.com/rooms/13937181,Guest Room in Cozy Home,Roslindale,Boston,MA,02131,42.27636367614069,-71.13643292507432,Lelia,House,Private room,2,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",45.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0
3968797,https://www.airbnb.com/rooms/3968797,Sunny bedroom in large quiet house,Roslindale,Boston,MA,02131,42.29110718003285,-71.13133846374734,Jennifer,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",85.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0
1494726,https://www.airbnb.com/rooms/1494726,Cozy in Rozzie!,Roslindale,Roslindale,MA,02131,42.27571563204639,-71.13013942666514,Maria Cecilia,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",75.0,93.0,9.0,10.0,10.0,10.0,10.0,10.0
8473851,https://www.airbnb.com/rooms/8473851,Private Room in Single Family Home,Roslindale,Boston,MA,02131,42.27493019121742,-71.13062800634724,Jessica,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",50.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0
3575220,https://www.airbnb.com/rooms/3575220,The Artist room in beautiful villa.,Roslindale,Boston,MA,02131,42.280278913054104,-71.13586963457317,Mohamed,House,Private room,1,2.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",45.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0
